"ID","Title","Case ID","Comment","Defects","Plan","Status","Tested By"
"T97373436","Play content from Recently Played","C34375857","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373437","Play a Station from Content Hero View","C34375862","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373438","Play content from Recently Played","C34375863","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373440","Play a Station from Content Hero View","C34376431","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373441","Play content from Recently Played","C34376432","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373557","Guest Mode: Switching logged in status and Browsing should display content","C34388540","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373276","‘Recently Played’ section in Home Feed, which is always present and cannot be removed when personalization settings is enabled","C33834783","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373277","‘Recently Played’ section in Home Feed can be removed when personalization settings is disabled","C33834784","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373278","If HH has no recently played content, show an empty state message saying content will appear once it’s played.","C33834785","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373279","If HH has recently played content,  'Home Feed' / 'Recently Played' will show the played content.","C33834786","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373280","If HH has recently played content,  disable/re-enable 'Personalization Services' will clear the contents under 'Home Feed' / 'Recently Played'","C33834787","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373281","If HH has recently played content, display it in swimlane format.","C33834788","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373282","If HH has recently played content, new content will be added to the beginning of swimlane (the leftmost).","C33834789","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373283","If HH has recently played content, new content will be added to the 'Recently Played' swimlane with correct MSP logo.","C33834790","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373305","If HH has recently played content, new content will be added to the 'Recently Played' swimlane even when there is an app state change  (background to foreground)","C33838629","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a
","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373306","Ability to select 'view all' - When 'View all' is selected, show a list view showing all Recently Played items.","C33838630","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373307","Ability to select 'view all' - When 'View all' is selected, for Playlist there will be '>' next to the item, click it will navigate to the playlist","C33838647","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373308","Ability to select 'view all' - When 'View all' is selected, for Station there will be '>' next to the item, click it will navigate to the station content","C33838648","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373309","Ability to select 'view all' - When 'View all' is selected, for Album there will be '>' next to the item, click it will navigate to the album content","C33838649","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373310","Ability to select 'view all' - When 'View all' is selected, all played contents up to 30 items appeared","C33838651","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373354","Under Recently Play -> 'View All', clicking Clear will clear the play history.","C34276391","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373355","Under Recently Play -> 'View All', clicking Clear then 'Cancel' will not  clear the play history.","C34276392","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373311","Recently Played shows 'View All' if user has enabled ‘Personalization Services’ setting","C33838652","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373606","New HH: Recently Played can be turned on and play history will appear after turned on","C35055157","","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Retest","Vu Nguyen"
"T97373312","Fresh install of Passport app, Recently Played does not show 'Turn on' option","C33838653","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373313","When Data & Privacy / Personalization Services is disabled, Recently Played will show an ability to turn the setting on","C33838654","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373314","When Data & Privacy / Personalization Services is disabled, Recently Played will not show the history if click 'Don't Allow'","C33838655","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373316","Disable Data & Privacy / Personalization Services, reinstall the Passport will reset the Hide state","C33838663","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373315","When users are signed out,  Recently Played should show user that they need to sign in","C33838660","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373269","Search History Populates Played Content","C33768540","Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a
","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373272","Display Search Results","C33813362","PMA-19135: [Android] Talkback doesn't read the service account on Search All page

Pixel 7 (Android 13)
CR: 80.20.4 - 2025 App 3 - beta (android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a

","PMA-19135","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Failed","Vu Nguyen"
"T97373398","Account settings for a signed-in user","C34375331","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373399","Account settings for a user who is not signed in","C34375332","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373400","Check the Sign Out functionality","C34375334","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373401","Check the Sign In functionality","C34375335","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373402","Visit Help Center","C34375336","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373379","Allow Pop-up Messages","C34372635","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373388","Installer Setup","C34372820","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373380","Check App Version","C34372636","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373381","Reset app","C34372637","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373382","Visit Help Center","C34372639","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373360","Data & Privacy Settings","C34354088","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373378","Legal","C34372363","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373464","Submit Diagnostics","C34381168","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373595","Tour the App","C34979273","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373596","Search Sonos Support","C34979274","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373597","Contact Sonos Support","C34979275","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373598","Sonos Community","C34979276","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373599","Content Service Outages","C34979277","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373463","All Products Displayed","C34381167","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373558","Insufficient charge status on System Setting","C34391119","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373610","Controller Battery Drain","C35083303","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373465","Source Name Settings","C34381176","Passed with minor bug PMA-18285 - [Android] The """"Line-In Source"""" text displays by default after deleting Source Name

Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a
","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373466","Source Level Settings","C34381178","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373520","Volume Limit Settings","C34382584","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373552","All products are displayed in the room settings","C34388457","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373553","Add and remove a Sub","C34388458","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373554","Add and remove second Sub","C34388459","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373555","Add and remove Surrounds","C34388460","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373556","Add and remove Stereo Pair","C34388461","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373551","Visit Help Center","C34388396","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373542","Room Name settings","C34385547","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373543","Edit room name","C34385548","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373544","Create a duplicate room name","C34385549","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373545","Change to a new name via the preset names list","C34385550","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373546","Product Settings","C34388103","PMA-18661: [Android] [iOS] The product name is displayed instead of the room name on the non-primary speaker when the primary disconnected

Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a
","PMA-18661","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Failed","Vu Nguyen"
"T97373547","Product status settings","C34388104","PMA-18005: [Android] Voice Assistant option is always ON when switching Universal Microphone button OFF

Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a
","PMA-18005","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Failed","Vu Nguyen"
"T97373513","Tuning an uncalibrated standalone player with Manual Trueplay","C34382292","Not applicable on Android","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Not Applicable","Vu Nguyen"
"T97373514","Tuning an uncalibrated stereo-pair player with Manual Trueplay","C34382293","Not applicable on Android","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Not Applicable","Vu Nguyen"
"T97373515","Tuning an uncalibrated Home Theater set with Manual Trueplay","C34382294","Not applicable on Android","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Not Applicable","Vu Nguyen"
"T97373516","Tune the player with Auto Trueplay if they are capable","C34382295","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373517","Trueplay Tuning switch and Retune option displays for calibrated set","C34382296","PMA-18511: Trueplay adjustment events aren't reflected across to Android controller

Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a
","PMA-18511","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Failed","Vu Nguyen"
"T97373518","Trueplay Tuning switch only displays for calibrated set on ACR controller","C34382297","PMA-18511: Trueplay adjustment events aren't reflected across to Android controller

Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a
","PMA-18511","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Failed","Vu Nguyen"
"T97373519","Trueplay adjustment events are reflected across controller","C34382298","PMA-18511: Trueplay adjustment events aren't reflected across to Android controller

Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a
","PMA-18511","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Failed","Vu Nguyen"
"T97373361","EQ Settings","C34356227","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373507","Surround Audio Settings","C34381721","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373508","Check Audio Settings for some type of player","C34381759","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373509","Sub Audio Settings for bonded Standalone player with SUB","C34381760","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373510","Sub Audio Settings for bonded Stereo-paired Set with SUB","C34381761","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373511","Sub Audio Settings for bonded Home Theater Set with SUB","C34381762","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373512","Sub Audio Settings for bonded Home Theater Set with two SUBs","C34381763","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373530","Check Height Audio Settings for the applicable players","C34384138","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373531","Height Audio Settings","C34384139","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
"T97373532","Players without applicable settings do not have height audio options","C34384140","Samsung Galaxy S23 (Android 14)
CR: 80.20.4 - 2025 App 3 - beta (Android)
Player: 89.0-63190-v17.0-2025_Player_3-Alpha-4a","","2025 Sprint 6 - R3 MainlineAlpha - Special 2025 Player 3 Alpha 4 testing","Passed","Vu Nguyen"
